kontrahent_id,nazwa,nip,regon,kraj,miasto,kod_pocztowy,ulica,email,telefon,typ,opiekun_handlowy,data_utworzenia,status
123,Rohde-Pastucha i syn s.c. sp.k.,7139718706,586869229,PL,Kętrzyn,47-371,ul. Rzemieślnicza 75/57,kontakt@rohde-pastucha.pl,+48 76 525 68 82,klient,Anita Matla,2025-09-28,aktywny
124,Stowarzyszenie Hejna-Śliz Sp.k. Spółka z o.o.,0640391067,469935052,PL,Tczew,32-984,ulica Gajowa 868,kontakt@stowarzyszenie.pl,+48 80 161 18 70,klient,Błażej Berek,2023-10-11,aktywny
125,FPUH Hubert sp. z o.o.,6567661826,801726890,PL,Gniezno,79-293,pl. Orzeszkowej 21,kontakt@fpuh.pl,+48 26 282 78 60,oba,pan Maurycy Ślebioda,2021-12-26,aktywny
126,Turoń Sp.k. sp. z o.o.,0047868630,365764028,PL,Legionowo,86356,pl. Nałkowskiej 44/22,kontakt@turoń.pl,+48 55 258 45 34,oba,pani Sandra Skoneczna,2021-10-28,aktywny
127,Ufnal-Baum Sp.j. Sp. J.,6903311905,579362443,PL,Szczecin,47-568,al. Powstańców Wielkopolskich 29/11,kontakt@ufnal-baum.pl,+48 42 858 15 61,dostawca,Ewa Skrobot,2023-03-09,aktywny
128,PPUH Ryszkiewicz i syn s.c. Sp. z o.o.,2843959953,354373770,PL,Sieradz,74-076,aleja Skargi 77,kontakt@ppuh.pl,+48 29 776 76 38,dostawca,pani Janina Królczyk,2023-12-05,aktywny
129,Spółdzielnia Zdobylak-Banachowicz Sp.j. sp.k.,,442238518,PL,Jasło,08-852,ulica Willowa 25,kontakt@spółdzielnia.pl,+48 63 252 48 58,klient,Mieszko Madziar,2025-11-13,aktywny
130,Gabinety Drozdowicz sp. z o.o.,4270866881,243980993,PL,Przemyśl,26-651,al. Chopina 49/81,kontakt@gabinety.pl,+48 42 361 36 52,oba,Tola Kudełka,2021-06-11,nieaktywny
131,Siwa-Latko s.c. Spółka z o.o.,183-046-99-04,178151583,PL,Kościan,78-346,ul. Kruczkowskiego 10,kontakt@siwa-latko.pl,+48 86 841 95 81,klient,Nikodem Łabaj,2025-12-07,aktywny
132,Fundacja Prygiel-Luberda Sp. z o.o. Spółka z o.o.,4033173937,525880424,PL,Olkusz,81-559,plac Andersa 64,kontakt@fundacja.pl,+48 81 429 46 58,dostawca,pan Mieszko Jędruch,2026-07-17,aktywny
133,Kluj-Ciochoń Sp.j. Spółka z o.o.,5560932049,694113766,PL,Malbork,27349,ul. Krasickiego 55/62,kontakt@kluj-ciochoń.pl,+48 48 256 35 52,klient,pani Natasza Dybiec,2024-10-25,aktywny
134,Grupa Gałat Sp.j. sp. z o.o.,7854777253,281747678,PL,Leszno,19-100,aleja Azaliowa 63/25,kontakt@grupa.pl,+48 80 600 33 79,oba,pani Elżbieta Sykut,2021-03-20,aktywny
135,PPUH Tekieli Sp.j. Sp. z o.o.,0062312032,643026584,PL,Zgierz,64-024,aleja Borowa 339,kontakt@ppuh.pl,+48 58 161 89 91,oba,pani Olga Hornik,2025-12-23,aktywny
136,PPUH Morawiak i syn s.c. Sp. z o.o.,088-600-84-88,407829477,PL,Wyszków,87-482,plac Solidarności 62,kontakt@ppuh.pl,+48 75 932 99 96,dostawca,Dariusz Zackiewicz,2022-07-27,aktywny
137,Stowarzyszenie Denkiewicz Sp.j. Sp. z o.o.,823-398-45-42,953556386,PL,Radom,73-576,aleja Nałkowskiej 168,kontakt@stowarzyszenie.pl,+48 21 482 61 68,oba,pan Fabian Łukasz,2023-04-15,nieaktywny
138,Grupa Błądek-Rzucidło Sp.j. sp. z o.o.,4101666872,160252954,PL,Rumia,44-572,plac Orzeszkowej 86/80,kontakt@grupa.pl,+48 32 184 73 65,oba,Piotr Rosłon,2024-04-09,aktywny
139,Gabinety Kuk Sp. z o.o.,8033974013,834899763,PL,Czechowice-Dziedzice,59-153,ul. Kazimierza Wielkiego 52/69,kontakt@gabinety.pl,+48 80 677 94 14,klient,Tola Droździk,2024-02-01,aktywny
140,Gabinety Karmelita-Dunal Sp.j. sp. z o.o.,9261429391,996199211,PL,Lubliniec,73-307,ul. Przechodnia 169,kontakt@gabinety.pl,+48 97 653 52 59,oba,Szymon Niksa,2022-02-16,aktywny
141,Stowarzyszenie Gołas i syn s.c. Sp. J.,9996504773,344961731,PL,Łaziska Górne,75592,ulica Drzymały 289,kontakt@stowarzyszenie.pl,+48 81 484 65 33,oba,Tymon Swacha,2024-10-26,aktywny
142,Domżał-Dorobek Sp.k. sp.k.,4311426269,440030663,PL,Elbląg,25-020,al. Piwna 63,kontakt@domżał-dorobek.pl,+48 24 193 10 49,dostawca,Nela Berek,2024-08-05,aktywny
143,Fundacja Jeżyna-Bystroń Sp.k. Sp. z o.o.,212-678-88-66,210909937,PL,Kościerzyna,08-723,ulica Wybickiego 786,kontakt@fundacja.pl,+48 22 462 80 21,oba,pani Dorota Słupik,2024-03-12,nieaktywny
144,PPUH Świstek Sp. z o.o.,6224447217,279537578,PL,Jarocin,99-889,pl. Popiełuszki 334,kontakt@ppuh.pl,+48 46 531 48 71,klient,Artur Brudny,2024-08-10,aktywny
145,FPUH Działo sp. z o.o.,7993712406,524871030,PL,Szczytno,91-501,plac Władysława Jagiełły 44/19,kontakt@fpuh.pl,+48 90 489 52 66,dostawca,Ewa Budych,2025-05-21,aktywny
146,Gabinety Ślipek Sp. J.,9245937520,527606494,PL,Kalisz,38-044,plac Władysława Jagiełły 473,kontakt@gabinety.pl,+48 48 852 98 91,dostawca,Julita Kafel,2023-04-11,aktywny
147,FPUH Glazer-Pusz Sp. z o.o. Spółka z o.o.,6519398288,128900946,PL,Turek,95-601,ulica Sienkiewicza 83/30,kontakt@fpuh.pl,+48 37 548 47 98,klient,Klara Skierka,2025-02-22,aktywny
148,Grupa Dzikiewicz i syn s.c. sp. z o.o.,4342661793,614574336,PL,Chorzów,01-988,ul. Poniatowskiego 77/34,kontakt@grupa.pl,+48 79 618 98 63,oba,pani Bianka Zeman,2020-12-20,aktywny
149,Klemens s.c. Spółka z o.o.,8911352908,704753177,PL,Pabianice,69-757,pl. Partyzantów 206,kontakt@klemens.pl,+48 53 915 65 23,klient,pan Mariusz Mądrzyk,2021-08-30,aktywny
150,Grupa Zysk sp.k.,8899375678,929296154,PL,Będzin,73-618,aleja Stroma 887,kontakt@grupa.pl,+48 55 125 71 23,dostawca,Dorota Graboś,2025-03-22,nieaktywny
151,Spółdzielnia Lepka Sp. z o.o.,1254573875,473984594,PL,Elbląg,43-167,pl. Skargi 205,kontakt@spółdzielnia.pl,+48 23 548 99 67,dostawca,Nicole Krzosek,2021-04-24,aktywny
152,NIKEL-FAC I SYN S.C. SP. J.,1051238284,271944408,PL,Marki,52-847,al. Sadowa 122,kontakt@nikel-fac.pl,+48 82 536 69 39,dostawca,pan Marcel Wawszczak,2022-08-17,aktywny
153,Fundacja Tylec Sp. J.,6609379662,104778194,PL,Mikołów,97-274,plac Drzymały 90/45,kontakt@fundacja.pl,+48 37 385 18 83,klient,Stanisław Grund,2022-08-27,aktywny
154,Osial Sp. z o.o. Sp.k. sp. z o.o.,7147859692,521490916,PL,Słupsk,52-703,al. Kosynierów 45,kontakt@osial.pl,+48 55 460 68 89,klient,Borys Kubina,2023-11-23,nieaktywny
155,Spółdzielnia Freitag Sp.k. sp.k.,1251341259,844571822,PL,Krotoszyn,48-426,pl. Malczewskiego 33/91,kontakt@spółdzielnia.pl,+48 76 497 63 86,klient,pan Piotr Lampart,2024-11-10,aktywny
156,Hamera i syn s.c. S.A.,8282742253,584258607,PL,Żywiec,65-208,ul. Reja 871,kontakt@hamera.pl,+48 56 109 72 27,klient,Janina Szatanik,2024-11-11,nieaktywny
157,Ostręga s.c. sp.k.,7676772198,133136428,PL,Mikołów,08-465,aleja Powstańców Śląskich 08/74,kontakt@ostręga.pl,+48 48 133 45 38,oba,Ewa Kik,2023-10-18,aktywny
158,Pasieczna S.A. S.A.,5807836131,419662531,PL,Augustów,10-047,al. Długa 01/70,kontakt@pasieczna.pl,+48 68 369 54 21,dostawca,Kalina Cader,2021-11-15,aktywny
159,Szajner-Toma Sp.k. sp. z o.o.,3959629230,973521043,POL,Kętrzyn,54-384,al. Jabłoniowa 182,kontakt@szajner-toma.pl,+48 18 683 54 78,dostawca,pani Justyna Dziadkiewicz,2022-06-12,aktywny
160,PPUH Jonczyk Sp.k. Sp. J.,4494812602,397773877,PL,Suwałki,01-775,aleja Browarna 86/86,kontakt@ppuh.pl,+48 27 355 28 51,klient,Witold Kudłacik,2024-12-17,aktywny
161,Spółdzielnia Giec sp.k.,4667116843,845932321,PL,Inowrocław,93-784,ulica Piwna 03/31,kontakt@spółdzielnia.pl,+48 69 599 51 84,klient,Gaja Kielan,2021-08-08,aktywny
162,  PPUH Kudra Sp.k. S.A.,5186363741,446673808,PL,Częstochowa,32-759,aleja Ptasia 83,kontakt@ppuh.pl,+48 54 660 83 26,oba,Sebastian Makoś,2025-12-31,aktywny
163,Spółdzielnia Wolańczyk Sp. J.,0017012775,100725768,PL,Nowa Ruda,74-327,al. Norwida 283,kontakt@spółdzielnia.pl,+48 36 805 26 93,dostawca,Radosław Kurzydło,2022-05-05,nieaktywny
164,Ogonek s.c. Spółka z o.o.,1541520645,879524067,PL,Świebodzice,23-642,pl. Wybickiego 056,kontakt@ogonek.pl,+48 65 771 21 22,klient,pani Anastazja Litwiniuk,2022-12-14,aktywny
165,Fundacja Zacharek sp. z o.o.,9387005163,845210115,PL,Polkowice,69-485,ulica Jadwigi 27/08,kontakt@fundacja.pl,+48 72 172 39 59,klient,Urszula Majdan,2021-09-15,aktywny
166,Spółdzielnia Wódka-Pelka Sp. z o.o. Sp.k. Spółka z o.o.,4262218908,755325292,PL,Ostrów Wielkopolski,43-663,aleja Lubelska 83,kontakt@spółdzielnia.pl,+48 67 459 37 90,oba,Cezary Glegoła,2022-04-04,nieaktywny
167,PPUH Kotlarek-Czerniakiewicz Sp. z o.o. sp.k.,7311219655,561052655,POL,Inowrocław,98-602,pl. Andersa 54,kontakt@ppuh.pl,+48 28 353 45 92,klient,Bruno Kunysz,2023-05-05,aktywny
168,Prażuch i syn s.c. sp.k.,9404389836,902990996,PL,Sopot,32-713,ul. Żwirki i Wigury 85,kontakt@prażuch.pl,+48 48 761 16 40,dostawca,Fryderyk Kozica,2024-11-19,aktywny
169,FPUH Koterba-Indyk Sp. z o.o. Sp.k. S.A.,9180552696,551898779,PL,Skarżysko-Kamienna,66-904,al. Jesionowa 75/35,kontakt@fpuh.pl,+48 80 799 32 70,klient,pani Blanka Zbrożek,2020-09-29,aktywny
170,SZCZEPAN-DWORCZAK SP. Z O.O. SP. Z O.O.,4300684861,554810443,Polska,Kędzierzyn-Koźle,71-958,al. Traugutta 35,kontakt@szczepan-dworczak.pl,+48 21 755 78 78,oba,Fryderyk Sadlak,2022-04-09,aktywny
171,Chorążewicz-Cieniuch Sp.k. Spółka z o.o.,1832856918,433041955,PL,Wągrowiec,44-264,al. Miarki 52,kontakt@chorążewicz-cieniuch.pl,+48 41 159 41 21,dostawca,Inga Górnisiewicz,2021-11-10,aktywny
172,Stark-Bilik Sp.k. sp.k.,0421020276,472271797,PL,Toruń,68-035,ulica Krótka 231,kontakt@stark-bilik.pl,+48 32 480 26 44,oba,Mateusz Kowaluk,2021-11-18,aktywny
173,Fundacja Dydak-Nieroda s.c. Sp. z o.o.,5648149173,588764892,PL,Marki,86-957,al. Tysiąclecia 008,kontakt@fundacja.pl,+48 18 611 82 31,dostawca,Bartek Ruszczak,2022-04-28,aktywny
174,FPUH Miszkiel-Młotek Sp. z o.o. Sp.k. Sp. z o.o.,9138000304,606553372,PL,Poznań,65-833,pl. Rejtana 11,kontakt@fpuh.pl,+48 60 253 32 14,oba,Tadeusz Wojtyś,2025-04-05,aktywny
175,PPUH Deryło-Dulik Sp. z o.o. Sp.k. sp. z o.o.,6541951804,292569534,PL,Żory,51-081,plac Powstańców Śląskich 33/41,kontakt@ppuh.pl,+48 77 147 61 18,dostawca,Tomasz Plebanek,2023-09-22,aktywny
176,Fundacja Pleban Sp.j. Spółka z o.o.,5187053497,942358213,PL,Sosnowiec,82-010,pl. Jana Pawła II 659,kontakt@fundacja.pl,+48 90 348 69 57,oba,Liwia Kolbusz,2026-02-02,nieaktywny
177,Mzyk-Drej Sp.k. sp. z o.o.,8320603856,782837348,PL,Mława,61-278,ulica Olchowa 90/25,kontakt@mzyk-drej.pl,+48 53 101 94 58,oba,Nikodem Miksza,2024-01-03,aktywny
178,Dzienniak-Grześków Sp.k. sp.k.,3670241032,658087211,PL,Otwock,10-307,ulica Szarych Szeregów 856,kontakt@dzienniak-grześków.pl,+48 58 569 20 84,klient,Maksymilian Furga,2026-03-24,aktywny
179,Grupa Rodzeń S.A.,1990623449,438238241,PL,Oświęcim,30-859,aleja Szafirowa 047,kontakt@grupa.pl,+48 52 425 67 44,klient,pan Kajetan Lewek,2021-05-24,nieaktywny
180,Fundacja Mich Sp.k. sp. z o.o.,9121277567,229640083,POL,Śrem,85-390,aleja Rolnicza 11/42,kontakt@fundacja.pl,+48 37 562 49 69,dostawca,Marcin Trochim,2021-11-26,aktywny
181,Stowarzyszenie Cis Sp. z o.o. Sp. J.,4903521352,525464250,PL,Ruda Śląska,01-966,plac Stefana Batorego 121,kontakt@stowarzyszenie.pl,+48 97 406 43 32,klient,Kornelia Śliż,2025-02-03,nieaktywny
182,PPUH Wilkos-Drela Sp. z o.o. sp.k.,8317121001,991605503,PL,Szczecin,12-363,ul. Hallera 56/04,kontakt@ppuh.pl,+48 27 302 61 57,oba,Tobiasz Citko,2021-07-02,aktywny
183,Bystrek s.c. Spółka z o.o.,1013721512,145844821,PL,Tomaszów Mazowiecki,74-534,aleja Reja 44,kontakt@bystrek.pl,+48 17 272 83 65,oba,Anastazja Dworczak,2024-12-26,aktywny
184,Komuda Sp.j. S.A.,6253244729,137204552,PL,Tarnowskie Góry,54-307,ul. Słowianska 379,kontakt@komuda.pl,+48 93 402 73 62,oba,Róża Łuczkiewicz,2025-12-06,aktywny
185,Wlaźlak-Wawszczak Sp.j. Spółka z o.o.,626-383-80-63,939575663,PL,Zawiercie,80-390,plac Mieszka I 924,kontakt@wlaźlak-wawszczak.pl,+48 72 657 72 54,oba,pani Apolonia Bartel,2026-03-11,aktywny
186,Gryta-Lorens Sp. z o.o. Sp.k. Spółka z o.o.,2059304071,668473595,PL,Świebodzice,89-649,ul. Brzoskwiniowa 465,kontakt@gryta-lorens.pl,+48 85 338 30 22,klient,Sylwia Zieniewicz,2023-04-06,aktywny
187,PPUH Skotarczak-Delikat i syn s.c. Sp. J.,0396522396,441454588,PL,Żywiec,04-976,pl. Powstańców 74,kontakt@ppuh.pl,+48 86 128 99 55,oba,Kalina Beck,2022-02-25,aktywny
188,Spółdzielnia Dylak Sp. z o.o. Sp.k. sp. z o.o.,7842701037,746030501,PL,Zamość,33-675,aleja Grottgera 179,kontakt@spółdzielnia.pl,+48 13 639 71 10,dostawca,pan Cezary Lelito,2022-10-26,aktywny
189,PPUH Pyda i syn s.c. Spółka z o.o.,2500292188,491797490,PL,Skarżysko-Kamienna,90-917,ul. Wolności 52,kontakt@ppuh.pl,+48 58 821 94 60,oba,Sylwia Dyjas,2021-09-09,aktywny
190,Gabinety Trzpil i syn s.c. Spółka z o.o.,,853775825,pl,Nowa Sól,14-011,aleja Złota 88/99,kontakt@gabinety.pl,+48 83 133 33 87,dostawca,Adrianna Pleśniak,2023-01-13,aktywny
191,Fundacja Buksa Sp.k. Sp. z o.o.,7251355218,982252644,PL,Bochnia,89-513,aleja Rynek 146,kontakt@fundacja.pl,+48 68 111 43 36,klient,Oliwier Trepczyk,2021-04-26,aktywny
192,Żynda-Otremba Sp. z o.o. Sp.k. Sp. z o.o.,0067626769,477131597,PL,Sanok,27-534,al. Piekarska 77,kontakt@żynda-otremba.pl,+48 23 948 71 83,oba,pani Roksana Orman,2023-02-01,aktywny
193,Drozda i syn s.c. Sp. z o.o.,0405411527,503144836,PL,Puławy,83-112,pl. Konstytucji 3 Maja 82,kontakt@drozda.pl,+48 20 660 21 53,oba,Kornel Kmak,2025-12-21,aktywny
194,Fundacja Płócienniczak i syn s.c. S.A.,2962015336,539460908,PL,Zduńska Wola,81-189,aleja Żwirki i Wigury 93,kontakt@fundacja.pl,+48 95 388 48 40,klient,pan Eryk Kondej,2021-02-11,aktywny
195,Zarzeczna-Widłak i syn s.c. sp.k.,7205061493,615748688,PL,Kluczbork,09-592,ulica Dojazdowa 371,kontakt@zarzeczna-widłak.pl,+48 23 126 36 31,oba,Marika Amanowicz,2023-10-31,nieaktywny
196,PPUH Wota S.A.,1467741865,298514700,Poland,Września,51-602,aleja Gołębia 924,kontakt@ppuh.pl,+48 59 478 33 67,klient,Łukasz Rudzik,2023-07-06,aktywny
197,Kamieniarz Sp. z o.o. Sp.k. Spółka z o.o.,3490211585,544514776,pl,Płock,24383,pl. Skłodowskiej-Curie 692,kontakt@kamieniarz.pl,+48 81 162 59 76,dostawca,Kaja Mich,2025-11-18,aktywny
198,FPUH Zaczyk Sp.k. sp. z o.o.,7416089895,827497537,PL,Kętrzyn,23-569,aleja Bema 25,kontakt@fpuh.pl,+48 26 875 67 32,klient,pan Kajetan Rychel,2022-12-07,aktywny
199,Spółdzielnia Borysiewicz i syn s.c. sp. z o.o.,0616329455,880720904,PL,Kutno,72-518,pl. Poniatowskiego 76/77,kontakt@spółdzielnia.pl,+48 22 497 81 60,oba,Karol Salwin,2024-03-19,nieaktywny
200,Czulak i syn s.c. sp.k.,7099861626,259128258,PL,Siemianowice Śląskie,38-034,plac Szymanowskiego 279,kontakt@czulak.pl,+48 24 676 22 46,oba,pan Stefan Początek,2024-05-31,nieaktywny
201,Gabinety Olesiejuk Spółka z o.o.,6799702467,254460628,PL,Radomsko,70-843,aleja Zapolskiej 61,kontakt@gabinety.pl,+48 15 505 52 98,klient,Radosław Sołtan,2021-02-09,aktywny
202,Mirończuk Sp. z o.o. Sp.k. Spółka z o.o.,5054447139,244295352,PL,Starogard Gdański,12 450,ulica Leszczynowa 95/96,kontakt@mirończuk.pl,+48 67 892 51 44,oba,Sebastian Wrochna,2025-03-26,aktywny
203,Dąbroś-Szczubełek i syn s.c. Sp. z o.o.,3736785080,949856342,PL,Toruń,73-360,al. Hallera 25/44,kontakt@dąbroś-szczubełek.pl,+48 19 418 74 61,klient,Ida Gładka,2026-06-09,nieaktywny
204,Rduch i syn s.c. Sp. z o.o.,,856594938,PL,Świnoujście,08-284,pl. Wieniawskiego 32,kontakt@rduch.pl,+48 46 477 69 74,dostawca,pani Elżbieta Dudzicz,2021-12-12,aktywny
205,Fundacja Garczarek s.c. sp. z o.o.,5797279857,469634556,PL,Czerwionka-Leszczyny,35-643,al. Sowia 16,kontakt@fundacja.pl,+48 44 866 98 21,dostawca,Leonard Gawliczek,2020-11-12,aktywny
206,Stowarzyszenie Uroda Sp. z o.o. sp. z o.o.,9333346801,937844678,PL,Łaziska Górne,94-096,pl. Kossaka 51/86,kontakt@stowarzyszenie.pl,+48 71 235 92 32,oba,Marianna Ławniczek,2020-08-26,aktywny
207,Kuza-Wałek Sp. z o.o. Sp.k. sp.k.,4466574378,424425818,PL,Bełchatów,44-561,ul. Szarych Szeregów 500,kontakt@kuza-wałek.pl,+48 85 204 10 75,oba,Róża Marcol,2024-10-02,aktywny
208,Złotek S.A. sp.k.,9441715454,397302928,POL,Bolesławiec,59-001,ul. Krzywa 42/41,kontakt@złotek.pl,+48 94 828 93 48,klient,pani Klara Doroszkiewicz,2022-03-29,aktywny
209,Wesoły-Pioch Sp.k. sp. z o.o.,0965207443,549431487,PL,Zgierz,93-717,aleja Staffa 10,kontakt@wesoły-pioch.pl,+48 60 854 14 84,oba,Malwina Rajchel,2022-09-08,aktywny
210,Siebert-Pakos s.c. Sp. J.,3875842829,415448230,PL,Pszczyna,57-010,aleja Miła 271,kontakt@siebert-pakos.pl,+48 71 231 43 81,klient,Ernest Strzyż,2024-04-27,aktywny
211,Tokarek Sp. z o.o. Sp.k. sp. z o.o.,5346554942,597959181,PL,Krosno,39-141,ul. Prosta 89,kontakt@tokarek.pl,+48 71 154 91 84,oba,Leon Wawrzyńczyk,2021-05-10,aktywny
212,FPUH Matusewicz sp. z o.o.,816-846-02-28,315066828,PL,Gorlice,96-156,al. Podleśna 12,kontakt@fpuh.pl,+48 63 683 68 28,dostawca,Julianna Jarmużek,2022-07-31,aktywny
213,Stowarzyszenie Ofiara Sp. z o.o. Sp.k. S.A.,5250074321,718774770,PL,Chorzów,32-284,pl. Asnyka 99/94,kontakt@stowarzyszenie.pl,+48 73 904 21 26,oba,Emil Fronczek,2025-06-03,aktywny
214,PPUH Karmelita-Kolarz Sp.k. S.A.,6760083503,445973716,PL,Ciechanów,38-662,ulica Pałacowa 137,kontakt@ppuh.pl,+48 13 792 10 90,oba,Liwia Kobel,2023-05-08,aktywny
215,Sadlik Sp. z o.o. Sp.k. Spółka z o.o.,4216894219,984595578,PL,Włocławek,50-882,al. Stefana Batorego 27/10,kontakt@sadlik.pl,+48 49 397 68 76,oba,Bartek Michnik,2026-06-08,aktywny
216,Brach-Nieroda i syn s.c. Sp. J.,3230982155,863548641,PL,Otwock,65-294,pl. Narutowicza 61/88,kontakt@brach-nieroda,+48 59 997 91 42,oba,Konstanty Damps,2021-02-07,aktywny
217,Grupa Knapek Sp. z o.o.,1001676183,371375678,PL,Ostrów Wielkopolski,20-550,plac Waryńskiego 14/63,kontakt.grupa.pl,+48 30 310 98 97,oba,Andrzej Palus,2020-08-30,aktywny
218,Grupa Fal s.c. Sp. J.,9141173931,935327024,PL,Krotoszyn,08-317,pl. Sikorskiego 20,kontakt@grupa.pl,+48 77 306 55 62,dostawca,Sonia Wysota,2022-05-10,aktywny
219,PPUH Pawlos-Malka Sp.k. S.A.,3753001193,818356830,PL,Kędzierzyn-Koźle,22-381,aleja Konarskiego 05,kontakt@ppuh.pl,+48 30 192 75 19,oba,Jeremi Osada,2021-09-10,nieaktywny
220,Szabla Sp.k. Sp. J.,3744701206,411994135,PL,Łuków,81-079,al. Lotnicza 079,kontakt@szabla.pl,+48 97 420 64 24,klient,Leonard Snoch,2021-01-26,aktywny
221,Gabinety Cebo sp. z o.o.,2557941551,296354549,PL,Ząbki,87-741,ulica Lisia 00,kontakt@gabinety.pl,+48 62 509 68 44,dostawca,Aleksander Opyrchał,2025-12-02,aktywny
222,Fundacja Wojaczek Sp. J.,2120216979,961425250,PL,Konin,05-567,pl. Wyszyńskiego 365,kontakt@fundacja.pl,+48 34 725 58 55,oba,Igor Sot,2020-11-18,nieaktywny
223,Grupa Szmaj Sp. J.,2771670142,803272515,PL,Wałcz,07-184,ulica Niepodległości 74,kontakt@grupa.pl,+48 12 821 96 77,oba,Arkadiusz Palus,2023-01-26,nieaktywny
224,Fundacja Lorenz-Żero S.A. Sp. J.,6289002877,632398698,PL,Ełk,73-804,plac Powstańców Wielkopolskich 973,kontakt@fundacja.pl,+48 20 869 72 51,klient,Krystian Anders,2024-04-08,nieaktywny
225,Grupa Starzak s.c. Sp. z o.o.,8386631774,960347752,PL,Wodzisław Śląski,82-860,pl. Mieszka I 64,kontakt@grupa.pl,+48 22 977 73 67,dostawca,Gabriel Świt,2021-11-21,nieaktywny
226,Getka-Kabala Sp. z o.o. Sp. J.,0166088016,950170825,PL,Koszalin,92-287,ulica Jałowcowa 65/71,kontakt@getka-kabala.pl,+48 76 675 36 93,oba,Dorota Leks,2025-09-03,nieaktywny
227,Grupa Huber s.c. Spółka z o.o.,037-589-97-53,868706268,PL,Toruń,56679,ulica Traugutta 565,kontakt@grupa.pl,+48 25 199 94 38,klient,pani Róża Molak,2024-05-21,aktywny
228,Szeszko S.A. Sp. J.,4885102721,982442542,PL,Środa Wielkopolska,99599,ulica Południowa 77,kontakt@szeszko.pl,+48 24 360 88 35,klient,pani Sandra Klejna,2021-11-29,nieaktywny
229,Gabinety Drygała S.A.,3735160917,929084565,PL,Jarosław,40-475,plac Żeromskiego 49,kontakt@gabinety.pl,+48 69 774 85 74,klient,Przemysław Płodzień,2026-02-25,aktywny
230,Spółdzielnia Łodyga Sp. J.,0869782920,884362665,PL,Skawina,32-992,plac Skłodowskiej-Curie 44,kontakt.spółdzielnia.pl,+48 24 496 94 86,oba,Antoni Sady,2024-03-02,aktywny
231,PPUH Kozok s.c. S.A.,6934654724,248369653,PL,Leszno,13-474,ulica Jasna 03,kontakt@ppuh.pl,+48 88 816 75 48,oba,Konrad Startek,2024-01-29,aktywny
232,Stowarzyszenie Migda Sp.k. sp.k.,3339452286,682495784,Poland,Kętrzyn,11-597,al. Wróblewskiego 01,kontakt@stowarzyszenie.pl,+48 25 879 55 81,dostawca,Sara Kowalówka,2025-03-28,aktywny
233,MAINKA-JACHIMCZAK I SYN S.C. SP.K.,4608106205,819679947,PL,Starachowice,16-044,ul. Północna 66/70,kontakt@mainka-jachimczak.pl,+48 36 373 30 46,oba,Marianna Fedorczyk,2023-05-15,aktywny
234,Spółdzielnia Wolff Sp. z o.o.,4380571980,340848222,PL,Tarnowskie Góry,36-457,ulica Popiełuszki 93/47,kontakt@spółdzielnia.pl,+48 41 623 99 46,oba,Krystyna Wenda,2021-01-31,nieaktywny
235,Malcher Sp. z o.o. Sp.k. S.A.,6580043979,991187981,PL,Kutno,18-430,ulica Daszyńskiego 06/57,kontakt@malcher.pl,+48 92 821 92 57,oba,pan Ryszard Ornat,2022-10-05,aktywny
236,Fundacja Szlufik sp. z o.o.,4721228161,143630672,PL,Piotrków Trybunalski,04-327,ul. Rynek 078,kontakt@fundacja.pl,+48 46 669 43 26,klient,pani Kornelia Śleziak,2023-06-02,aktywny
237,Moczko-Gębura Sp. z o.o. Sp.k. S.A.,2025909475,948157453,PL,Nowy Targ,95-058,aleja Pułaskiego 23,kontakt@moczko-gębura.pl,+48 20 902 50 77,klient,pani Julita Zimoń,2022-08-15,aktywny
238,PPUH Torbus sp.k.,2688615332,812249975,PL,Koszalin,73-972,aleja Czarnieckiego 270,kontakt@ppuh.pl,+48 53 469 47 37,oba,Adam Wujek,2026-07-04,aktywny
239,Spółdzielnia Danilczuk-Daraż Sp.j. sp.k.,0157399308,832883943,PL,Warszawa,43-940,ul. Rejtana 52,kontakt@spółdzielnia.pl,+48 59 915 24 59,dostawca,pani Ewa Radzewicz,2023-09-24,aktywny
240,FPUH Kosz-Dziwak Sp. z o.o. sp.k.,5887704353,651790232,PL,Ostróda,47-984,aleja Górnicza 15/45,kontakt@fpuh.pl,+48 23 271 78 78,klient,Damian Słoboda,2021-04-17,aktywny
241,Gabinety Kęsek Sp.j. Sp. J.,3613861205,593089342,PL,Zakopane,41-179,pl. Wyszyńskiego 92/64,kontakt@gabinety.pl,+48 15 189 19 16,klient,Hubert Nagórka,2023-05-20,aktywny
242,Famuła s.c. sp.k.,6180919014,484077593,PL,Ciechanów,99-989,ul. Kilińskiego 59/39,kontakt@famuła.pl,+48 48 905 97 48,oba,Sonia Pachołek,2021-07-12,aktywny
243,FPUH Brańka S.A.,6607283260,955525741,PL,Chełm,45-328,ulica Kruczkowskiego 57/04,kontakt@fpuh.pl,+48 92 247 48 96,oba,Witold Kurz,2024-09-28,nieaktywny
244,Gorol Sp. z o.o. Sp.k. Sp. z o.o.,8821009963,676762622,PL,Gorzów Wielkopolski,93-002,aleja Ptasia 62/67,kontakt@gorol.pl,+48 50 315 54 37,dostawca,Nataniel Szatko,2026-04-22,aktywny
245,Grupa Pawlonka Sp.j. sp. z o.o.,3943129080,595279737,PL,Łuków,84777,pl. Witosa 104,kontakt@grupa.pl,+48 48 787 18 42,klient,Alex Kasica,2022-10-09,aktywny
