produkt_id,indeks,nazwa,kategoria,jednostka_miary,cena_zakupu,cena_sprzedazy,stawka_vat,ean,producent,status,data_utworzenia
678,PRD-60969,Realigned 6thgeneration hardware,Aparatura,opak,1941.33,3087.73,23,4605044531609,Fundacja Frączkiewicz Sp. z o.o.,aktywny,2026-06-27
679,PRD-49248,Synergized 5thgeneration artificial intelligence,Szkło laboratoryjne,szt,2110.98,3046.1,23,8964425033884,Maraszek s.c.,aktywny,2021-10-29
680,PRD-43182,Open-architected secondary groupware,Materiały zużywalne,szt,3200.16,2383.8,23,2135547705124,Fundacja Ziarno,nieaktywny,2023-04-14
681,PRD-54426,Cross-platform composite Graphic Interface,Aparatura,szt,3377.8,4357.7,23,9397738990398,Pituła-Grądziel Sp.j.,aktywny,2023-09-03
682,PRD-20401,Horizontal 3rdgeneration approach,Sprzęt laboratoryjny,szt,951.83,1456.45,23,18773786241,Fundacja Łuksza,aktywny,2025-08-30
683,PRD-19529,Programmable impactful Local Area Network,Szkło laboratoryjne,szt,1780.28,2381.33,23,9252861906995,Stowarzyszenie Wacławiak-Wyrwał Sp.j.,aktywny,2026-01-31
684,PRD-38959,Vision-oriented scalable productivity,Sprzęt laboratoryjny,pcs,0,3681.27,23,4297377266806,Gabinety Madziar-Mosur Sp. z o.o. Sp.k.,aktywny,2021-01-04
685,PRD-17829,Profound eco-centric model,Materiały zużywalne,szt,2558.81,2741.38,23,1217278935672,Mleczak Sp. z o.o.,aktywny,2024-06-28
686,PRD-59779,Streamlined dynamic initiative,Materiały zużywalne,szt,2959.06,4079.4,23,7410455710393,Orkisz Sp. z o.o.,aktywny,2024-03-05
687,PRD-39375,Persevering maximized ability,Materiały zużywalne,szt,2918.78,3211.73,23,6107510273526,Gleba Sp.j.,aktywny,2025-10-27
688,PRD-89962,Virtual directional projection,Sprzęt laboratoryjny,szt.,417.08,480.08,23,6915915526666,Stowarzyszenie Panasiewicz Sp. z o.o. Sp.k.,aktywny,2024-09-23
689,PRD-58290,Right-sized dedicated workforce,Szkło laboratoryjne,szt,3509.74,4197.87,23,9310525018452,Wolańczyk-Janowiak Sp.j.,aktywny,2020-10-13
690,PRD-30503,Progressive bi-directional budgetary management,Szkło laboratoryjne,szt,2283.44,4105.97,23,3111852281305,Basaj Sp. z o.o.,aktywny,2020-07-23
691,PRD-92471,Re-engineered tertiary task-force,,szt,2103.76,3092.75,23,9279120238104,Gabinety Solarek Sp. z o.o.,aktywny,2022-03-14
692,PRD-34948,Grass-roots reciprocal algorithm,Aparatura,szt,3114.18,5107.49,23,5352626902680,Jamroży-Kryszkiewicz Sp. z o.o. Sp.k.,aktywny,2025-10-25
693,PRD-77563,Implemented background workforce,Podłoża mikrobiologiczne,szt,1825.35,2712.07,23,8247262620565,Stowarzyszenie Solnica,aktywny,2026-02-28
694,PRD-75961,Reverse-engineered interactive knowledge user,Materiały zużywalne,pcs,2631.1,4727.63,23,6896689161700,Spółdzielnia Gosek,nieaktywny,2021-03-06
695,PRD-57683,Focused static protocol,Podłoża mikrobiologiczne,szt,2746.04,3485.42,23,8804154731527,Stowarzyszenie Mordak-Sopata Sp.k.,aktywny,2025-01-15
696,PRD-13565,Open-source tangible Graphical User Interface,,szt,632.53,953.44,0.23,1300998566397,Spółdzielnia Kosela,nieaktywny,2023-02-25
697,PRD-29341,Re-contextualized bi-directional matrices,Aparatura,szt,2844.13,4457.61,23,3599982901328,Budych S.A.,aktywny,2022-05-02
698,PRD-12057,Upgradable discrete hierarchy,Materiały zużywalne,szt,1385.8,1856.08,23,6354197078465,Krzysiek-Westfal i syn s.c.,aktywny,2024-06-30
699,PRD-70137,Centralized fault-tolerant process improvement,Aparatura,szt,1704.29,1944.25,23,4574784979770,PPUH Cader-Szajek Sp.k.,aktywny,2025-07-08
700,PRD-51383,Open-architected grid-enabled data-warehouse,Szkło laboratoryjne,szt,662.54,1093.96,23,6349385264435,FPUH Sieradzan Sp.k.,aktywny,2024-04-01
701,PRD-82170,Seamless mission-critical project,Odczynniki,szt,2848.8,4625.34,23,4441834604474,Spółdzielnia Uliasz Sp.j.,aktywny,2024-05-10
702,PRD-67328,Extended non-volatile framework,Szkło laboratoryjne,szt,2476.26,3486.36,23,1585708804435,FPUH Pociask Sp. z o.o. Sp.k.,aktywny,2020-10-29
703,PRD-15956,Profit-focused modular structure,Aparatura,szt,1400.06,2307.48,23,8308342163034,Hyjek-Suchojad Sp.k.,aktywny,2021-04-14
704,PRD-51624,Realigned grid-enabled moderator,,szt,3119.03,4525.86,23,5262959092685,Gabinety Achtelik Sp.k.,aktywny,2020-11-15
705,PRD-78248,Fully-configurable regional collaboration,Materiały zużywalne,szt,3312.64,3933.33,23,8912293526556,FPUH Kadela Sp.j.,aktywny,2022-04-21
706,PRD-85170,Reactive logistical protocol,Sprzęt laboratoryjny,sztuka,451.0,804.54,23,2483095929452,Kosiak Sp.k.,aktywny,2021-09-19
707,PRD-65850,Configurable disintermediate focus group,Podłoża mikrobiologiczne,szt,1920.37,2020.02,23,1585042195004,Spółdzielnia Miąsko-Kołton i syn s.c.,aktywny,2023-06-26
708,PRD-65712,Polarized real-time info-mediaries,Szkło laboratoryjne,szt,2735.46,3901.85,23 %,3177242895732,Grupa Jambor Sp. z o.o.,aktywny,2022-05-17
709,PRD-54036,Multi-lateral high-level open architecture,,szt,799.81,1076.54,23,1809230952105,Burkiewicz i syn s.c.,nieaktywny,2025-11-18
710,PRD-55861,Focused foreground Local Area Network,Szkło laboratoryjne,szt,1925.59,3459.83,23,8895677723484,Spółdzielnia Szynkiewicz-Wójs Sp.k.,aktywny,2024-03-23
711,PRD-51740,Decentralized human-resource challenge,Podłoża mikrobiologiczne,szt,1165.99,1933.4,23,9467278566103,Grupa Gendek,nieaktywny,2022-01-09
712,PRD-15124,Total optimizing open architecture,Sprzęt laboratoryjny,szt,1418.4,1502.02,23,9833619819656,Spółdzielnia Wacławiak-Berus i syn s.c.,aktywny,2020-11-05
713,PRD-50000,Fundamental hybrid framework,Szkło laboratoryjne,szt,2514.59,4360.2,23,3660506986340,Spółdzielnia Niesporek s.c.,aktywny,2025-12-28
714,PRD-71948,Public-key system-worthy policy,Podłoża mikrobiologiczne,szt,2017.88,3263.02,23,1816683645460,Grupa Grab Sp. z o.o. Sp.k.,aktywny,2022-04-10
715,PRD-47520,Switchable responsive project,,szt.,1156.08,1312.85,23,2040970573121,Stowarzyszenie Sędek,aktywny,2023-12-15
716,PRD-59673,Adaptive discrete policy,Odczynniki,szt,2321.52,2641.21,23,8529588266617,Roczniak-Pinda S.A.,aktywny,2021-11-04
717,PRD-92534,Phased tangible attitude,Aparatura,kpl,348.53,532.0,23,8683564236997,Fundacja Kaliciak-Piestrzeniewicz s.c.,aktywny,2023-10-01
718,PRD-96974,Distributed high-level Graphic Interface,Podłoża mikrobiologiczne,szt,71.5,89.85,23,1791804253150,Damian-Goska i syn s.c.,aktywny,2024-01-21
719,PRD-93980,Streamlined analyzing groupware,Szkło laboratoryjne,sztuka,1346.18,1717.26,23,3424883392212,Milewczyk S.A.,aktywny,2025-11-30
720,PRD-84800,Networked actuating ability,Szkło laboratoryjne,szt,97.3,165.96,23,1655763213292,Pokusa Sp. z o.o.,nieaktywny,2024-11-13
721,PRD-91764,Customizable static throughput,Sprzęt laboratoryjny,szt,1244.13,2043.14,23,8689417533119,Lewko i syn s.c.,aktywny,2026-03-27
722,PRD-39525,Inverse interactive archive,Podłoża mikrobiologiczne,szt,3782.01,6581.59,23,4712542850501,Grupa Preuss s.c.,aktywny,2025-01-30
723,PRD-31593,Persevering content-based open architecture,Materiały zużywalne,szt.,1175.06,1357.29,23,6722454738151,Gabinety Deryło,aktywny,2021-08-25
724,PRD-38957,Visionary value-added process improvement,Sprzęt laboratoryjny,szt,1940.63,2800.3,23,2135372363751,Grupa Sławik-Malcher i syn s.c.,aktywny,2023-11-20
725,PRD-44161,Focused 24hour application,Materiały zużywalne,kpl,3485.36,5405.49,23,8062674164234,PPUH Gągała-Kurpanik i syn s.c.,aktywny,2020-12-14
726,PRD-44059,Ergonomic multi-tasking framework,,szt,3082.8,4923.92,23,5806146479100,Gabinety Burchard s.c.,aktywny,2025-03-27
727,PRD-51442,Business-focused well-modulated software,Odczynniki,szt,1985.78,2331.88,23,1177388983157,Gabinety Postawa-Wajer S.A.,aktywny,2024-10-12
728,PRD-84007,Exclusive systematic data-warehouse,,szt,442.41,609.71,23,4708480136274,Makaruk Sp. z o.o. Sp.k.,aktywny,2020-09-17
729,PRD-25165,Synchronized empowering moderator,Aparatura,szt.,3809.87,5432.17,23,8150990123268,Galek Sp.k.,nieaktywny,2021-09-16
730,PRD-92143,Persistent responsive encryption,Szkło laboratoryjne,pcs,895.4,952.14,23,7679937112587,Gabinety Sip Sp. z o.o. Sp.k.,aktywny,2022-08-01
731,PRD-23257,Up-sized intangible architecture,Aparatura,szt,2200.32,2912.4,23,6726275379488,Spółdzielnia Byra-Bereś i syn s.c.,aktywny,2025-02-21
732,PRD-67565,Progressive neutral challenge,Sprzęt laboratoryjny,szt,1543.3,1798.1,23,3723489025074,Kobos-Ryszkiewicz S.A.,aktywny,2023-01-06
733,PRD-62747,Versatile attitude-oriented moderator,Szkło laboratoryjne,szt,1689.71,1935.43,23,8960724368182,Gabinety Sądej Sp. z o.o.,aktywny,2022-05-16
734,PRD-86546,Polarized human-resource architecture,Materiały zużywalne,szt,3147.6,5533.7,23,9765718503852,Pikula-Wojtyna S.A.,aktywny,2024-01-09
735,PRD-82793,Ergonomic incremental firmware,Odczynniki,szt,1955.69,2587.17,23,9893363562315,Pacholczak Sp.k.,aktywny,2025-08-14
736,PRD-95462,Optional real-time encoding,Sprzęt laboratoryjny,szt,483.33,835.1,23,2655692866980,PPUH Kral Sp. z o.o. Sp.k.,nieaktywny,2020-12-20
737,PRD-20811,Self-enabling reciprocal parallelism,Materiały zużywalne,szt,3575.76,2853.28,23,5444303297854,Pyza i syn s.c.,aktywny,2025-03-28
738,PRD-44405,Persistent intermediate focus group,Odczynniki,szt,1335.21,2251.33,23,4261469225688,Mateńko S.A.,aktywny,2023-09-28
739,PRD-50000,Digitized directional toolset,Podłoża mikrobiologiczne,szt,3874.34,6050.33,23,3523863968310,FPUH Miszkiewicz-Grzywnowicz s.c.,aktywny,2025-03-15
740,PRD-58380,Upgradable discrete protocol,Materiały zużywalne,szt,2955.47,3736.76,23,3018134157014,Majnusz-Gągała i syn s.c.,aktywny,2025-10-01
741,PRD-76320,Public-key coherent productivity,Aparatura,szt,2233.03,2770.56,23,8541225946984,Gabinety Uziębło Sp. z o.o.,aktywny,2022-09-06
742,PRD-68227,Enhanced homogeneous portal,Sprzęt laboratoryjny,szt,3243.29,5370.83,23,7900269673181,Bazyluk-Rasała Sp. z o.o. Sp.k.,nieaktywny,2022-05-28
743,PRD-50000,Robust regional open system,Podłoża mikrobiologiczne,szt,1253.27,1479.13,23,1040445259667,Gabinety Łuckiewicz,aktywny,2026-01-03
744,PRD-50762,Down-sized contextually-based functionalities,Aparatura,opak,1128.87,1757.54,23,1056995335659,Jantos-Kazior i syn s.c.,aktywny,2025-06-10
745,PRD-35071,Function-based empowering framework,,szt,2776.7,3311.91,23,6725856792527,Stowarzyszenie Trojanowicz-Bilewicz i syn s.c.,aktywny,2024-11-17
746,PRD-66392,User-friendly responsive interface,Podłoża mikrobiologiczne,szt,349.82,419.12,23%,4655396348554,Fundacja Krasa-Staniaszek i syn s.c.,aktywny,2021-12-08
747,PRD-19488,Customizable asynchronous function,Odczynniki,szt,3453.04,4558.23,23,5803283428325,Opas-Pochopień Sp.j.,nieaktywny,2024-08-13
748,PRD-54468,Function-based 4thgeneration portal,Odczynniki,szt,3092.06,5255.59,0.23,8071095819648,Grupa Filek-Kordys Sp.j.,nieaktywny,2026-03-15
749,PRD-45896,Polarized attitude-oriented groupware,Podłoża mikrobiologiczne,szt,2556.26,3662.9,23,4027619774172,FPUH Malisz,aktywny,2025-06-23
750,PRD-61287,Right-sized systematic protocol,Sprzęt laboratoryjny,szt,629.63,695.03,0.23,6395361634264,Stypka Sp.k.,aktywny,2022-08-17
751,PRD-79402,Networked tangible concept,Odczynniki,szt,2628.02,3177.06,23,3663945866102,PPUH Wojewódka s.c.,aktywny,2022-05-02
752,PRD-63664,Business-focused composite help-desk,Sprzęt laboratoryjny,szt,1807.95,2228.99,23,92937088205,Grupa Sudak-Madera Sp. z o.o.,nieaktywny,2025-05-17
753,PRD-90531,Universal upward-trending flexibility,Materiały zużywalne,szt,1758.67,2419.6,23,9915972091523,Spółdzielnia Zapiór S.A.,aktywny,2021-12-11
754,PRD-60436,Customizable incremental conglomeration,Szkło laboratoryjne,szt,2324.63,3913.27,23,8855364322899,Fundacja Bystrek Sp. z o.o.,aktywny,2025-09-10
755,PRD-29798,Extended client-server core,,szt,3011.49,4480.13,23,5721412574865,PPUH Szymocha,aktywny,2022-09-25
756,PRD-74092,Compatible national utilization,Materiały zużywalne,szt,3150.52,3783.59,23,3763789570743,Przewoźna s.c.,nieaktywny,2025-01-29
757,PRD-89106,Intuitive grid-enabled protocol,Odczynniki,szt,1638.43,2040.62,23,5042982999767,PPUH Adamiuk-Misiejuk Sp.j.,aktywny,2025-04-19
758,PRD-37425,Visionary discrete success,Sprzęt laboratoryjny,szt,3590.77,5510.49,23,4363095751877,Gabinety Szczerek S.A.,aktywny,2021-12-10
759,PRD-50000,Robust heuristic matrix,Odczynniki,szt,3608.26,5713.43,23,8917702045059,Stowarzyszenie Bryda-Duszczyk Sp. z o.o.,aktywny,2024-05-21
760,PRD-37180,Re-contextualized secondary circuit,Szkło laboratoryjne,szt,977.09,1056.16,23,4329551454260,FPUH Dulas,aktywny,2024-02-19
761,PRD-22561,Future-proofed systemic artificial intelligence,Szkło laboratoryjne,szt,3182.98,3008.34,23,2851198439387,Kokosza Sp.j.,aktywny,2023-09-11
762,PRD-42706,Synergistic didactic infrastructure,Aparatura,szt,2164.5,2291.12,23,4906689331415,Grupa Owsiak Sp.k.,aktywny,2024-08-27
763,PRD-56348,Progressive interactive circuit,Materiały zużywalne,szt,3820.37,4217.58,23,2661761881975,Fundacja Bisaga,aktywny,2023-04-26
764,PRD-51618,Persistent intermediate benchmark,Szkło laboratoryjne,szt,1044.06,1164.06,23,2485214583581,Abramczuk Sp. z o.o. Sp.k.,aktywny,2024-10-16
765,PRD-65081,Realigned explicit superstructure,Sprzęt laboratoryjny,szt,3100.73,3284.4,0.23,7212155037880,Hendzel-Czesak Sp. z o.o.,aktywny,2025-01-04
766,PRD-95592,Advanced needs-based analyzer,Sprzęt laboratoryjny,szt,156.3,180.66,23,3524623605773,Fundacja Lubera,aktywny,2026-02-07
767,PRD-28953,Automated value-added migration,Materiały zużywalne,szt,2211.02,3325.03,23,2746510757826,Mijas-Granat Sp.k.,nieaktywny,2023-04-21
768,PRD-26432,Function-based scalable open architecture,Odczynniki,szt,1352.72,2389.72,23,1581062219646,Knapek-Kowara S.A.,aktywny,2025-12-10
769,PRD-50000,Down-sized bifurcated analyzer,Podłoża mikrobiologiczne,szt,3378.19,5802.06,23,79112049274,FPUH Zawodnik s.c.,aktywny,2026-06-06
770,PRD-90188,Progressive dedicated artificial intelligence,Aparatura,szt,261.86,385.78,23,7226167417245,Satora-Krzyszczak S.A.,aktywny,2025-04-19
771,PRD-59043,Universal interactive help-desk,Odczynniki,kpl,2126.24,2899.77,23,8366789855886,PPUH Moskalik,aktywny,2024-12-11
772,PRD-31490,Distributed contextually-based ability,,szt,2230.83,3696.8,23,1735688859403,Spółdzielnia Anders Sp. z o.o.,aktywny,2023-02-03
773,PRD-50000,Seamless local adapter,Podłoża mikrobiologiczne,szt,-1886.82,2258.47,23,8979936114798,Stowarzyszenie Wołoch-Rząca Sp.j.,aktywny,2023-09-15
774,PRD-35560,Function-based systematic architecture,Szkło laboratoryjne,szt,3018.94,4479.87,0.23,1460227451753,FPUH Ulfik S.A.,nieaktywny,2024-05-20
775,PRD-61269,Pre-emptive reciprocal standardization,Sprzęt laboratoryjny,szt,3382.85,5426.76,23,9482730330844,Gabinety Staręga S.A.,aktywny,2022-07-19
776,PRD-74544,Self-enabling hybrid Graphic Interface,Materiały zużywalne,szt,3939.87,6901.91,23,8896955692481,Szczerbiak s.c.,aktywny,2026-07-20
777,PRD-18272,Upgradable upward-trending Graphic Interface,Sprzęt laboratoryjny,szt,3373.25,5100.47,23,9122505734501,Stowarzyszenie Walo,aktywny,2021-11-15
778,PRD-30011,Synergized tertiary adapter,Szkło laboratoryjne,szt,3559.58,6245.15,23,4041726819030,Penkala Sp. z o.o.,aktywny,2025-08-23
779,PRD-52988,Automated multimedia budgetary management,Materiały zużywalne,szt,2684.13,3169.93,23,2971549644172,Stowarzyszenie Przeklasa-Rapa i syn s.c.,aktywny,2023-05-08
780,PRD-48763,Function-based tertiary capacity,Aparatura,szt,2204.92,3887.37,23,6129770760896,Ofiara-Sałuda S.A.,aktywny,2021-07-07
781,PRD-50800,Expanded system-worthy application,Materiały zużywalne,szt,2025.91,2737.74,23,5718451732791,Szela Sp.j.,aktywny,2021-02-21
782,PRD-85233,Advanced local challenge,Sprzęt laboratoryjny,szt,234.43,389.27,23,4811476399836,Kopyt-Macek Sp. z o.o.,aktywny,2026-06-05
783,PRD-57117,Distributed value-added projection,Podłoża mikrobiologiczne,szt,972.52,1635.49,23,7432355912944,Spółdzielnia Minkiewicz-Kłósek S.A.,aktywny,2023-09-13
784,PRD-41982,Synchronized encompassing software,Szkło laboratoryjne,pcs,3327.16,4332.42,23,7350078385389,Sałuda-Pietrus Sp.k.,aktywny,2026-03-01
785,PRD-90880,Grass-roots dedicated knowledgebase,Szkło laboratoryjne,szt,2991.97,5316.67,23,3032328208964,Gabinety Leonowicz,aktywny,2022-03-08
786,PRD-39756,Re-engineered bifurcated Internet solution,,szt,384.48,657.12,23,9803422870705,Spółdzielnia Rejmak-Hass Sp. z o.o.,aktywny,2022-09-21
787,PRD-59120,Robust bifurcated instruction set,Podłoża mikrobiologiczne,szt,841.86,953.4,23,5653255720107,Spółdzielnia Stanisławczyk Sp.j.,aktywny,2021-02-07
788,PRD-21879,Optimized reciprocal info-mediaries,Szkło laboratoryjne,szt,338.17,457.98,23,4516191706023,Fundacja Fugiel-Gierach Sp. z o.o. Sp.k.,nieaktywny,2022-11-25
789,PRD-66987,Advanced dynamic database,Sprzęt laboratoryjny,szt,1310.87,1383.43,23,4066547453422,Litwińczuk Sp. z o.o. Sp.k.,aktywny,2024-11-08
790,PRD-20126,Grass-roots eco-centric architecture,Aparatura,szt,222.96,328.93,23,5860800208219,Rubacha Sp. z o.o.,aktywny,2024-11-21
791,PRD-40291,Optional hybrid firmware,Odczynniki,szt,1597.44,2799.77,23,2663780738206,Fundacja Bitner-Sieja Sp.k.,aktywny,2022-04-23
792,PRD-72306,Quality-focused executive frame,Odczynniki,sztuka,765.25,807.99,23,8897118132403,PPUH Kiełek,aktywny,2023-11-13
793,PRD-42774,Cross-platform full-range superstructure,Odczynniki,szt,1269.16,2209.52,23,7367601077100,Mikołajewicz Sp.j.,aktywny,2021-05-20
794,PRD-10744,Innovative client-server paradigm,Materiały zużywalne,szt,2394.08,3788.19,23,5096576718417,Gabinety Kurz S.A.,aktywny,2022-04-28
795,PRD-57815,Programmable 24hour parallelism,Szkło laboratoryjne,szt,3211.26,5774.84,23,2530593544967,Golan-Wawrzyczek Sp. z o.o.,aktywny,2025-05-28
796,PRD-50000,Multi-channeled 24hour functionalities,Sprzęt laboratoryjny,sztuka,958.33,1137.14,23,3637230740438,Giża s.c.,aktywny,2026-06-21
797,PRD-22820,Open-source reciprocal orchestration,Odczynniki,szt,3134.61,4176.18,23,8285969002222,Grupa Jędra Sp.k.,aktywny,2025-04-22
798,PRD-31968,Visionary content-based capability,Sprzęt laboratoryjny,szt,91.7,116.56,23,8745740521491,Gabinety Świgoń,aktywny,2021-06-20
799,PRD-58130,Triple-buffered full-range hub,,szt,2658.85,3948.35,23,9766395256482,Nawrotek-Szyca Sp.k.,aktywny,2022-04-03
800,PRD-99426,Diverse client-driven protocol,Szkło laboratoryjne,szt,518.38,737.13,23,7119333826668,Grupa Golenia-Rubin i syn s.c.,aktywny,2021-12-04
801,PRD-78503,Reactive content-based knowledgebase,Szkło laboratoryjne,szt,1267.05,1771.9,23,8052831707666,FPUH Ciuba S.A.,aktywny,2023-05-10
802,PRD-50000,Monitored encompassing support,,szt,399.04,709.53,23,2172928150684,Kubów i syn s.c.,aktywny,2023-07-05
803,PRD-50000,Universal fault-tolerant methodology,Materiały zużywalne,szt,468.46,594.74,23,7412360405989,Spółdzielnia Barłóg Sp.k.,aktywny,2025-03-24
804,PRD-98184,Synergistic dedicated policy,Sprzęt laboratoryjny,szt,1761.2,1947.49,23,2307575602372,Grupa Maciuk,nieaktywny,2025-10-29
805,PRD-44563,Customer-focused background budgetary management,Odczynniki,szt,3583.33,6140.34,23,1012550138153,Gabinety Miśkowiec,aktywny,2025-01-25
806,PRD-51612,Inverse foreground middleware,Podłoża mikrobiologiczne,szt,2390.46,3066.24,23,9368107621927,Gabinety Bączkiewicz Sp.j.,aktywny,2020-08-12
807,PRD-26023,Organized tertiary moratorium,Podłoża mikrobiologiczne,szt,772.26,815.18,23,8093108083251,PPUH Wojtalik-Rezmer Sp. z o.o.,aktywny,2021-07-23
808,PRD-37039,Face-to-face attitude-oriented intranet,Podłoża mikrobiologiczne,szt,1848.72,2477.68,23,1648011085492,PPUH Kulon,aktywny,2021-12-19
809,PRD-21858,Ameliorated disintermediate adapter,Podłoża mikrobiologiczne,szt,1810.48,2623.74,23,2544684889378,Stowarzyszenie Dryka,aktywny,2020-11-21
810,PRD-71620,Public-key motivating ability,Szkło laboratoryjne,szt,3750.41,6651.75,23,7289467132270,Fundacja Piaścik-Kiciak s.c.,nieaktywny,2025-04-16
811,PRD-84676,Optional asymmetric website,Odczynniki,szt,1041.82,1117.86,23,6583074969016,Gabinety Opioła,aktywny,2022-01-05
812,PRD-67368,Enhanced real-time definition,Szkło laboratoryjne,szt,3125.68,4976.39,23,2319804399940,FPUH Kazimierczyk,aktywny,2023-09-13
813,PRD-32613,Team-oriented zero administration frame,Materiały zużywalne,szt,827.07,1341.28,23,2227683686994,PPUH Doliwa,aktywny,2023-05-27
814,PRD-48226,Enterprise-wide 6thgeneration Graphic Interface,Podłoża mikrobiologiczne,szt,3514.74,4937.4,23,3540200416920,PPUH Mizgała,aktywny,2026-06-25
815,PRD-18185,Organic fresh-thinking intranet,Podłoża mikrobiologiczne,szt,587.69,717.93,23 %,3221760178345,PPUH Bejma i syn s.c.,aktywny,2021-06-12
816,PRD-62472,Cross-group bi-directional software,Odczynniki,szt,1693.8,2427.91,23,50693863095,Opalach-Szkopek s.c.,aktywny,2024-05-07
817,PRD-65387,Reactive directional adapter,Aparatura,szt,2455.46,3016.65,23,3582643730675,Gabinety Basa,aktywny,2026-02-10
818,PRD-34684,Persistent incremental circuit,Sprzęt laboratoryjny,szt,1150.06,1429.34,23,5758249075565,Gabinety Supeł Sp. z o.o. Sp.k.,aktywny,2024-02-01
819,PRD-52412,Visionary systemic benchmark,Podłoża mikrobiologiczne,szt,43.15,46.4,23,6067294875598,Kiwior Sp. z o.o.,aktywny,2022-12-13
820,PRD-95624,Reactive non-volatile help-desk,Odczynniki,szt,0,3429.67,23,4938190153801,PPUH Cholewka-Ostapiuk i syn s.c.,aktywny,2023-10-26
821,PRD-41732,Versatile bi-directional hardware,Podłoża mikrobiologiczne,szt,2564.87,4122.06,23,1209094453523,Bączkiewicz-Przybycień i syn s.c.,nieaktywny,2021-01-25
822,PRD-85576,Expanded dedicated implementation,,szt,2557.7,3712.88,23,6651100685081,PPUH Parzonka-Kulczak Sp. z o.o.,aktywny,2024-10-09
823,PRD-79060,Adaptive multimedia customer loyalty,Sprzęt laboratoryjny,kpl,218.78,321.18,23 %,1244744099531,Fundacja Poreda,aktywny,2024-03-05
824,PRD-93719,Synergized value-added archive,Materiały zużywalne,szt,2537.82,4505.09,23 %,6392281849256,Pastuła-Jędraszczyk Sp.k.,aktywny,2023-04-03
825,PRD-58643,Re-engineered multi-state parallelism,Podłoża mikrobiologiczne,szt,956.28,1507.67,23,5374290177515,FPUH Franc-Słupek Sp.k.,aktywny,2025-12-01
826,PRD-75793,Proactive even-keeled info-mediaries,Materiały zużywalne,szt,142.54,220.74,23,7386406628208,Gal Sp. z o.o.,aktywny,2021-06-01
827,PRD-73397,User-friendly dynamic superstructure,Materiały zużywalne,szt,2664.72,4480.19,0.23,5466975502450,PPUH Wiekiera-Luberda Sp.j.,nieaktywny,2022-12-17
828,PRD-25148,Re-engineered radical capacity,Szkło laboratoryjne,szt,1897.7,2110.16,23,5726386833466,Grupa Dylak Sp. z o.o. Sp.k.,aktywny,2024-07-30
829,PRD-96140,Total hybrid application,Materiały zużywalne,szt,680.76,606.84,0.23,9496948982276,Mzyk-Horbacz Sp.k.,nieaktywny,2022-04-11
830,PRD-68577,Pre-emptive value-added moratorium,Podłoża mikrobiologiczne,szt,2011.25,2912.25,23,7868311206710,FPUH Danieluk-Morawiak i syn s.c.,aktywny,2021-02-11
831,PRD-89474,Digitized multimedia hierarchy,Szkło laboratoryjne,szt,1589.93,1914.46,23,6064504795025,Gabinety Jantos-Znojek Sp.j.,aktywny,2021-08-15
832,PRD-45311,Profound solution-oriented benchmark,,szt.,366.09,479.49,23,4124078592063,Gabinety Łabaj-Rudolf i syn s.c.,aktywny,2026-04-23
833,PRD-13398,Front-line object-oriented Local Area Network,Szkło laboratoryjne,szt,2586.09,4446.38,23,7923718888890,FPUH Pelka Sp. z o.o.,aktywny,2022-10-25
834,PRD-97522,Universal non-volatile access,Odczynniki,szt,360.67,411.9,23%,6843657632851,Gumienna S.A.,aktywny,2022-03-23
835,PRD-37481,Proactive optimizing forecast,Sprzęt laboratoryjny,szt,3115.13,2019.64,23,2434328255539,PPUH Cieciora-Reimann i syn s.c.,aktywny,2024-12-07
836,PRD-10302,Upgradable solution-oriented framework,Podłoża mikrobiologiczne,szt,1946.75,2244.12,0.23,7055265279872,Stowarzyszenie Gryska,nieaktywny,2025-05-14
837,PRD-70357,Synergized secondary protocol,Podłoża mikrobiologiczne,szt,497.53,587.66,23,5595464360778,Gabinety Potok,aktywny,2023-09-09
838,PRD-74823,Integrated even-keeled budgetary management,Sprzęt laboratoryjny,opak,3165.67,4503.49,23,4543966382754,Żelazek Sp.j.,aktywny,2026-01-27
839,PRD-43342,Reduced composite synergy,Sprzęt laboratoryjny,szt,933.93,1323.9,23,6445571387795,Spółdzielnia Karkut Sp.k.,aktywny,2020-09-09
840,PRD-67578,Visionary global forecast,Szkło laboratoryjne,szt,2438.76,2899.32,23,5589091588288,Brudny-Sporysz Sp.j.,aktywny,2026-04-04
841,PRD-90798,Multi-channeled non-volatile benchmark,Materiały zużywalne,szt,1824.1,2760.25,23,7022160365112,Grupa Nitkiewicz Sp.k.,aktywny,2024-04-01
842,PRD-53254,Fundamental dynamic Graphical User Interface,Sprzęt laboratoryjny,szt,3985.52,4591.14,23,56768628158,FPUH Juroszek-Oślizło s.c.,aktywny,2026-01-26
843,PRD-89544,Programmable full-range product,Sprzęt laboratoryjny,szt,1980.01,3268.1,23,6194313610097,FPUH Piórek-Szaruga i syn s.c.,aktywny,2022-08-08
844,PRD-55643,Robust tertiary toolset,Aparatura,szt,1956.81,2730.24,23,4913354994137,Fundacja Nagel-Majsterek i syn s.c.,aktywny,2021-09-03
845,PRD-19364,Intuitive local middleware,Sprzęt laboratoryjny,szt,1691.99,2640.79,23%,3613844061832,Kudra-Pędzik Sp. z o.o. Sp.k.,aktywny,2024-02-26
